"Education","Gross Household Income","Skill","Age","Marrital Status","Country","Gender","WeightedAIS","Vote"
"17-19","Level 3 40~59k","Level 7","Age66-85","Single","England","Male",0.420313622258711,1
"16 or under","Level 3 40~59k","Level 5","Age46-65","Single","England","Male",0.355520998094518,1
"20 or above","Level 1 0~19k","Level 2","Age36-45","Single","Scotland","Male",-0.261792648519728,0
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",-0.0385475275922293,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.576078310361097,1
"20 or above","Level 1 0~19k","Level 6","AgeOver85","Single","England","Female",-0.410759629356007,0
"17-19","Level 4 60~99k","Level 5","AgeOver85","Married","England","Female",-0.253579044662601,1
"20 or above","Level 4 60~99k","Level 5","Age46-65","Single","Wales","Male",-0.495277489337888,0
"20 or above","Level 2 20~39k","Level 3","Age46-65","Married","England","Male",-0.442845223693629,0
"17-19","Level 2 20~39k","Level 2","Age66-85","Single","Wales","Male",0.593227096591278,1
"17-19","Level 2 20~39k","Level 4","Age46-65","Single","England","Female",0.149661247970506,1
"17-19","Level 3 40~59k","Level 3","Age46-65","Single","England","Female",0.0468014700372022,0
"20 or above","Level 3 40~59k","Level 3","Age46-65","Married","England","Female",0.148945218857372,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","Wales","Female",-0.168225461534613,1
"16 or under","Level 2 20~39k","Level 5","Age36-45","Single","England","Female",1.1505540773606,1
"17-19","Level 4 60~99k","Level 4","Age66-85","Single","England","Male",0.209632739760492,0
"20 or above","Level 5 100k or above","Level 6","AgeOver85","Married","Wales","Female",-0.16329816314792,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Married","England","Male",0,0
"17-19","Level 1 0~19k","Level 7","Age46-65","Single","England","Male",1.18726555801711,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Wales","Male",-0.0989991450357769,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Female",0.474397688906341,1
"20 or above","Level 4 60~99k","Level 5","AgeOver85","Married","England","Male",-0.173143094156833,0
"20 or above","Level 5 100k or above","Level 7","Age36-45","Single","England","Female",-0.694080426050241,0
"17-19","Level 2 20~39k","Level 3","Age46-65","Married","England","Male",0.0553313019940104,1
"16 or under","Level 1 0~19k","Level 7","Age66-85","Single","England","Male",-0.101577427896406,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.390213702635694,1
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0,1
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",-0.0750667337412244,0
"20 or above","Level 5 100k or above","Level 8","Age36-45","Married","England","Male",-0.0537848167742363,1
"17-19","Level 2 20~39k","Level 2","Age66-85","Married","Scotland","Male",0.128469770736733,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",1.04121221537228,1
"16 or under","Level 4 60~99k","Level 5","Age46-65","Single","England","Female",0.688769955705942,1
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",0.0311860417456907,0
"20 or above","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.301697881476252,0
"16 or under","Level 1 0~19k","Level 4","Age36-45","Single","England","Male",0.83109772256464,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","Wales","Female",-0.0674797942391955,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.126761505491392,1
"20 or above","Level 5 100k or above","Level 7","Age46-65","Married","England","Male",-0.539435327547089,0
"16 or under","Level 4 60~99k","Level 3","Age46-65","Married","England","Male",1.14169258421955,0
"16 or under","Level 1 0~19k","Level 3","Age36-45","Single","England","Male",0.55671217557647,1
"16 or under","Level 2 20~39k","Level 3","Age46-65","Single","England","Male",0.214410155616816,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",-0.68880174369522,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",-0.113670877563922,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","Wales","Female",0.128115890595153,1
"20 or above","Level 5 100k or above","Level 5","Age46-65","Married","Scotland","Male",-0.0072431611690564,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","Scotland","Female",0.713440258200014,1
"20 or above","Level 3 40~59k","Level 2","Age46-65","Married","England","Female",-0.130015510119618,0
"17-19","Level 4 60~99k","Level 5","Age46-65","Married","England","Male",-0.247811466418855,0
"20 or above","Level 2 20~39k","Level 7","Age36-45","Single","Wales","Male",1.45648993457878,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.263291286039181,1
"20 or above","Level 4 60~99k","Level 7","Age36-45","Single","England","Male",-1.8200312339216,0
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Male",-0.185250101672352,1
"16 or under","Level 2 20~39k","Level 1","Age36-45","Single","England","Female",-0.168879635601144,1
"16 or under","Level 1 0~19k","Level 3","Age66-85","Married","Scotland","Male",0.0941944000289573,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Single","England","Male",-0.152675661083352,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Single","England","Male",0,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.124151760356235,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",-0.0518924031201014,0
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",0.169896679798172,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0,0
"20 or above","Level 2 20~39k","Level 4","Age46-65","Married","Wales","Female",0.00946138237057156,0
"16 or under","Level 4 60~99k","Level 6","Age46-65","Married","Scotland","Male",-0.0268391084667299,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Male",-0.444091838607675,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Female",0.519926796513365,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Wales","Male",0.022908489867038,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.163146917571498,1
"20 or above","Level 3 40~59k","Level 6","Age36-45","Single","England","Female",-0.139140016948358,0
"20 or above","Level 1 0~19k","Level 7","Age46-65","Single","Scotland","Male",-0.0128582959377254,0
"20 or above","Level 3 40~59k","Level 7","Age36-45","Married","England","Male",0,0
"20 or above","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",-0.118463065149708,1
"20 or above","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",-0.421730989661015,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Married","Wales","Male",-0.349636066771609,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Single","England","Female",-0.838823092540395,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",0.5575758,1
"17-19","Level 3 40~59k","Level 7","Age36-45","Married","England","Male",0.0359550417395883,0
"20 or above","Level 3 40~59k","Level 7","Age66-85","Single","England","Male",-0.0863297512488269,0
"17-19","Level 2 20~39k","Level 5","Age66-85","Single","England","Female",-0.186405131489238,0
"20 or above","Level 4 60~99k","Level 6","Age36-45","Single","England","Female",0.25737207966826,1
"17-19","Level 1 0~19k","Level 2","Age36-45","Single","England","Female",0.311029252636412,1
"17-19","Level 3 40~59k","Level 6","Age46-65","Single","England","Female",1.39224612349517,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",0.444678860583198,1
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","England","Female",-0.546880262736794,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",1.18603886506323,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",0.164195310627677,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","Wales","Male",0.588412571619987,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Married","England","Male",0.621967276550249,1
"17-19","Level 4 60~99k","Level 5","Age36-45","Married","England","Female",0.545665167103199,1
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","England","Male",-0.422693824025694,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.154186441383423,1
"20 or above","Level 4 60~99k","Level 5","Age36-45","Married","England","Female",0.226399845781695,0
"17-19","Level 2 20~39k","Level 8","Age46-65","Married","England","Male",-0.157993320045359,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",-0.139015537528721,0
"20 or above","Level 5 100k or above","Level 5","Age46-65","Married","England","Female",-0.18746877642577,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",-0.0765831403334568,1
"17-19","Level 3 40~59k","Level 6","Age36-45","Single","Scotland","Female",0.0699722822515176,0
"16 or under","Level 2 20~39k","Level 2","Age46-65","Married","England","Female",-0.257937046940094,0
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",-0.294899284947879,0
"16 or under","Level 5 100k or above","Level 6","Age66-85","Married","England","Male",0.135892399499683,0
"16 or under","Level 2 20~39k","Level 2","Age46-65","Married","England","Female",0.521597517999597,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",0,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","Wales","Female",-0.0212188401876744,1
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.607476103891175,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",-0.152653200502627,0
"17-19","Level 3 40~59k","Level 6","Age36-45","Single","England","Female",-0.205840655550404,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",1.347946,1
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","England","Male",-1.64516523584915,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","Scotland","Female",0.25610766857505,1
"20 or above","Level 3 40~59k","Level 7","AgeOver85","Single","Scotland","Male",-0.0398618402663595,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",0.0509313537886469,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.411573276546868,1
"20 or above","Level 3 40~59k","Level 5","Age36-45","Single","England","Male",0.685485515142791,1
"17-19","Level 2 20~39k","Level 6","Age36-45","Single","England","Male",0.927614516677725,0
"20 or above","Level 1 0~19k","Level 5","AgeOver85","Single","Scotland","Female",-0.092644837721828,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",0.0190693703066672,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",1.00598796684287,1
"16 or under","Level 1 0~19k","Level 1","Age66-85","Married","England","Male",0.296562518553837,1
"17-19","Level 2 20~39k","Level 5","Age36-45","Married","Scotland","Female",-0.166657826502702,0
"16 or under","Level 3 40~59k","Level 3","Age46-65","Married","Wales","Male",0.602415528384593,1
"20 or above","Level 4 60~99k","Level 6","Age36-45","Single","England","Female",0.38196768609268,1
"16 or under","Level 1 0~19k","Level 1","Age36-45","Married","England","Male",-0.161314487758555,0
"17-19","Level 3 40~59k","Level 5","Age36-45","Married","England","Female",0.373113363788821,0
"20 or above","Level 3 40~59k","Level 6","Age36-45","Married","Scotland","Male",-0.135651971160199,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.589071092568982,1
"20 or above","Level 3 40~59k","Level 7","Age66-85","Married","Wales","Male",-0.226545759706492,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","Wales","Female",0.120288361089241,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.486937466106899,1
"16 or under","Level 1 0~19k","Level 2","Age36-45","Single","England","Female",0.496537977087204,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",-0.477624391412108,0
"16 or under","Level 2 20~39k","Level 3","Age36-45","Single","England","Male",0.51728179506242,0
"20 or above","Level 5 100k or above","Level 7","Age36-45","Married","England","Male",-0.0276588668879376,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",0.751336548094557,0
"20 or above","Level 3 40~59k","Level 4","Age66-85","Married","England","Female",-0.0498611720759758,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.595984599726971,1
"20 or above","Level 1 0~19k","Level 4","AgeOver85","Single","England","Female",-0.22248955,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","Scotland","Female",0.466195281239074,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",0.906539154342248,1
"16 or under","Level 1 0~19k","Level 7","Age46-65","Married","England","Female",0.16345528593044,1
"20 or above","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",0.158214675336835,1
"16 or under","Level 2 20~39k","Level 3","Age46-65","Married","England","Female",1.56053055828438,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","Scotland","Female",0.0892650001024159,0
"20 or above","Level 5 100k or above","Level 6","AgeOver85","Married","England","Female",-0.190548880745422,0
"20 or above","Level 1 0~19k","Level 5","Age46-65","Single","England","Male",-0.205895182796472,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Male",0.588197441874057,1
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","Scotland","Female",0.932146659720133,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Single","Scotland","Female",-0.114667644458778,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","Wales","Female",0.0585007124503348,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",-0.451813457952962,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","Wales","Male",0,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","Scotland","Male",-0.156837942416936,1
"20 or above","Level 1 0~19k","Level 1","Age46-65","Married","England","Female",0.278092197225321,1
"16 or under","Level 3 40~59k","Level 7","Age66-85","Married","England","Male",1.21495220778235,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Single","Wales","Male",0.0988042083748284,1
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","Scotland","Male",0.135786095637342,1
